name,blurb,goal,campaign_duration,latitude,longitude,category,subcategory,outcome,days_to_success
Butterflymania - in the kingdom of the little beasts,"A family feature film, in post-production, on the secret life of butterflies and other insects presented in a fantasy and funny way.",41600,45,48.856614,2.352222,film & video,family,0,0
Steven Universe Glossy Vinyl Stickers,My goal is to create vinyl stickers for all my rad customers!!,400,30,35.084386,-106.650422,crafts,stationery,0,0
Ypsilanti Yarn Shop ~ Yearning For Yarning,Yearning 4 Yarning is asking for contributions to help us move into a physical Location on N. Washington Street in Downtown Ypsilanti.,3000,25.15615741,42.24115,-83.612994,crafts,crochet,0,0
"TraducciÃ³n al inglÃ©s ""TeorÃ­a del origen de la existencia""","Apoyo para traducir al inglÃ©s: ""TeorÃ­a del origen de la existencia"" y ""Las limitantes a considerar para poder viajar en el tiempo""",2500,58.44237269,30.840634,-115.283759,publishing,translations,0,0
Organic Essentialss,Organic Skincare Line,6000,59.95833333,39.103118,-84.51202,fashion,couture,0,0
Dove Jones - Debut EP!,"Dove Jones are a London band dedicated to creating new classic blues, rock & feel good music - be part of our our journey - Debut EP!",19669,14,51.507218,-0.127586,music,blues,0,0
QUADRANT 75: NASA's Secret Mission to Mars in 1966,"QUADRANT 75 is the untold story of Lisa Summerhill, who commanded a secret mission to Mars in 1966.",19000,50.04166667,43.653226,-79.383184,comics,graphic novels,0,0
I am making an new album in L.A! - (GermÃ¡n LÃ³pez âœˆ L.A!),"I have been dreaming about creating this kind of album. Join our team of dreamers ... (para el espaÃ±ol, desplega hacia abajo)  â˜º",60000,30,34.052234,-118.243685,music,latin,0,0
Project Bound: A Limiting Value,Bound is a bi-focal project that will artistically enrich the Chicago community though youth outreach and a new dance concert,3500,42.05111111,41.878114,-87.629798,dance,workshops,0,0
Get Trickster Falcon to GenCon,I've got a free pass to GenCon! But I don't live there!,1200,24,40.484203,-88.993687,comics,events,0,0
Shady Doors - a science fiction/fantasy bi-monthly journal,"The shady doors will be an online literary journal, publishing dark, unusual tales from the sci-fi, fantasy, and horror genre.",6000,30,42.633425,-71.316172,publishing,literary journals,0,0
"Glassworks - Glass Fusion, Beads, Marbles and Pendents",My plan is to create Glass Fusion pieces that I can sell and eventually open my studio to the public to create Glass Fusion.,20000,29.95833333,28.538383,-81.378927,crafts,glass,0,0
Pet-Pocket: Revolutionary building bricks for your dog,Building bricks: Dog toys built and modified as your dog gets smarter â€“ developed in collaboration with vets and behavioral specialists,50000,60,55.476466,8.459405,games,puzzles,0,0
Project Z,Project Z will be an immersive zombie experience with story lines. Create your own plan of action to tackle the horde and survive!,600000,60,52.772571,-1.205213,theater,immersive,0,0
Sacred Cycles Planner- Self-Care and Intentional Living,"A goal-setting planner that aims to get women in tune with the sacred cycles of the year for more mindful, seasonal living.",4600,16.97824074,51.044733,-114.071883,publishing,calendars,0,0
Buns in Sleepers Enamel Pins,An adorable enamel pin series that is full of little buns in cute animal baby sleepers.,525,30,-41.292381,174.778746,art,textiles,0,0
Lokee - Coolest Adaptable Grip Cage to Make Video Better,"LOKEEâ€“Lightest and coolest adaptable grip cage for DSLR,Mirrorless,BMPCC,DC & SmartPhone. Make better videos with luxury and simplicity",28000,60,22.258759,114.19107,technology,camera equipment,0,0
A YouTube Love Story ~ Help Fund the Big Move,"Two YouTubers 1,900 miles apart with similar interests met each other through their video comments. He is now moving to be with her.",1500,35,32.222607,-110.974711,film & video,romance,0,0
Cat Pictures For All,I'm sending an e-mail of a unique picture of my cat to all my backers!,25,25,52.954783,-1.158109,photography,animals,0,0
We Lift Him Up,"We desire to create a dance studio that will empower, encourage, and uplift the community at large through spiritual self-expression.",2000,30.04166667,30.438256,-84.280733,dance,spaces,0,0
Levi Wedding Blanket,Our close friends are getting married around the middle of September & to show my love I want to gift them a Levi blanket!,500,30.97065972,43.492661,-112.040758,crafts,quilts,0,0
The Original L Pad,Literally give your friends and enemies an L.,200,30,39.414269,-77.410541,publishing,comedy,0,0
Sarcoma Gets Punk'd Tour,Skattered Union is seeking funding for our next album and our upcoming tour from Japan to New York. We are playing to create awareness.,40000,30,35.6804,139.769017,music,punk,0,0
Haus of Science,Una compaÃ±Ã­a (casa) de drag dedicada a la divulgaciÃ³n de la ciencia en MÃ©xico. A drag house committed with science div in Mexico. Loo,5000,60,24.142641,-110.312753,theater,comedy,0,0
Jack's Furrfighters Furrfighting Gear-Pet Hair Removal Tools,"Durable, efficient pet hair removal tools.Easily & efficiently remove unwanted, loose pet hair from most fabric surfaces and from pets.",40000,30,41.730379,-71.282549,fashion,pet fashion,0,0
Handmade ceramics for relaxation and aromatherapy,"Ceramic relaxation ""helpers"" for slow life lovers. Handmade objects making your home a peaceful and cozy place for rest and meditation.",5500,33.12604167,39.469907,-0.376288,crafts,pottery,0,0
The Hub Library,"A decodable book library, giving kids who learn differently unlimited access to a wide range of dyslexia-friendly reading material.",12000,60,-37.813628,144.963058,publishing,literary spaces,0,0
Ancient Craft Makers,The ancient art of hand-weaving kilims is dying out. Help us revive it.,10000,30,40.11642,-88.243383,crafts,weaving,0,0
Kresio Imagination Systems,Building Systems for Future Engineers,15790,30,32.934189,-97.229298,design,toys,0,0
Help @Vita to record an album to come back his girl.,"I still love her very much, and I hope that my music will get it back. I want to record an album #YouLeft to save our love.",1,30,34.052234,-118.243685,music,comedy,0,0
Camp Creative Villa,A 3-day camp where people can share with the great celebrities of digital and traditional art.,163400,22.37239583,19.432608,-99.133208,art,social practice,0,0
Mimikus,"Mimikus, a free to use font with an infinity of customizable possibilities of styles, based on the possibilities of a modular structure",5000,30.52239583,43.604652,1.444209,design,typography,0,0
Tricycle Cards,A play on playing cards,9500,15.52241898,38.833882,-104.821363,games,playing cards,0,0
Pride Flag D20s: Embroidered Beanies & Patches,"A colorful assortment of beanies, lovingly embroidered with pride flag D20s",1300,30,45.515232,-122.678385,fashion,apparel,0,0
Postcards To The Trapped,Postcards To The Trapped delivering thought provoking messages triggering victims of cult mentality to start an awakening process,5000,49.7796875,29.760427,-95.369803,publishing,letterpress,0,0
The Church Project,Miss Charmion meets Loco Ironico! A creation/performance project in an unconventional venue to join live music with circus and dance!,3500,59.95833333,42.420677,12.107669,dance,residencies,0,0
Eve's Joy! Sensual music for the heart and sexy-soul!,A double CD that also serves as accompaniments for me to travel and ignite Radical Femme-ness through my songs & Five Arts performance!,8000,30.17506944,42.604251,-72.739259,music,chiptune,0,0
"The first ""live""  performance in an Holographic world.",Jungle Book is the first live performance where the real world and an holographic one get mixed.,5000,60,51.92442,4.477733,theater,experimental,0,0
Orquesta Conkal Tocando SueÃ±os,"La orquesta de conkal YucatÃ¡n surgiÃ³ hace 7 meses en la cual se da enseÃ±anza musical y orquestal a niÃ±os y jÃ³venes de 4 a 19 aÃ±os,",650000,45,21.074998,-89.519518,music,kids,0,0
Emergency Nexus Documentary,A documentary on the inner world of volunteer firefighters.,100000,60,39.858341,-75.469621,art,video art,0,0
HADES,"In 1972, The Civil War still rages. A Union Mercenary roams the  bleak Lovecraftian lands, lending his services to those without hope.",700,10,29.584452,-81.20787,comics,comic books,1,10.00001157
Pit Fighter! Blood on the Sands - A fully 3D printable game!,"A fast-paced miniatures game with amazing, jaw-dropping, exclusive sculpts. Crush your friends, or use the minis for your other games!",10000,30.04166667,40.712775,-74.005973,games,tabletop games,1,30.04166667
The Complete UNITY & Asset Store Game Dev. Course FPS update,Learn to create games like pro game devs do. Using Unity and 100+ asset store kits you will learn to make games of your dreams.,250,30,37.774929,-122.419415,games,video games,1,30
Columbia Gorge Getaways: The 1st Comprehensive Gorge Guide,"A complete guidebook to the Columbia River Gorge National Scenic Area, which is like a national park but with better restaurants.",7000,25,45.515232,-122.678385,publishing,nonfiction,1,25
Carbon Copy,Short film. A man struggles to face the psychological strains of his actions after encountering a photocopier.,200,30,54.337961,-1.429959,film & video,shorts,1,30.00001157
Bellehouse Makes a Record,Bellehouse is going into the studio to make our first full length album and we need your help to fund the project!,16500,45,40.678178,-73.944158,music,country & folk,1,45
The Alphabet Series,"I've painted an illustrated version of the Alphabet that works in both English and German and features Animals, as well as flowers.",1000,14,49.452102,11.076665,art,illustration,1,14
Pop Culture Pins #2,Sweet Pins!,220,27.96038194,29.424122,-98.493628,fashion,accessories,1,27.96038194
La Lezione di Oscar: a musical biopic/documentary,Help us complete the tale of classical guitarist Oscar Ghiglia: his philosophy of teaching and his legacy told through his own words!,7000,60,41.902783,12.496365,film & video,documentary,1,60
Chestnut the guinea pig's 2 book collection:,A  7 year old girl's stories about the adventures of her pet guinea pig named Chestnut.,3500,31.1637963,49.248809,-122.98051,publishing,children's books,1,31.1637963
Iconic Timepieces Halocline Dive Watch,A Unique Swiss Movement Dive Watch,25000,29.95833333,26.640628,-81.872308,design,product design,1,29.95834491
Empire Theory: The Why Project,We make music because we believe it has the power to connect people â€“ and we believe that connection can change the world.,7000,30.04166667,28.538383,-81.378927,music,indie rock,1,30.04166667
Ian Hale and The Legacy's Debut Album,We want to record our debut album and we need you to be part of The Legacy!,4000,30.04166667,47.606209,-122.332071,music,rock,1,30.04167824
Duskblade: The Audiobook,Plunge into adventure and mystery with this audio telling of the pulse-pounding Dragonband fantasy short story Duskblade by Joel Norden,367,15,41.392273,-84.125224,publishing,fiction,1,15
"TaxiClear, Creating Transparent Animals, Art Through Biology",TaxiClear transforms biology into brilliant works of art that illustrate the beauty and complexity of life,5000,45,40.486216,-74.451819,crafts,taxidermy,1,45
Falling From Grace Pilot,"Falling from Grace, a new web series by Blackwolves productions, about 6 teenagers dealing with traumatic fallout after a party.",5000,30,40.78306,-73.971249,film & video,drama,0,0
ULTRA-BASKETBALL | sports + tech collective,This high-tech hoops reboot is ready to showcase its elevated court & mind-set on a three-city tour and spark a sports (r)evolution.,80000,30.04166667,33.748995,-84.387982,games,live games,0,0
Smiley Face Breakfast Soft Enamel Pin 30mm,A limited edition 30mm soft enamel pin featuring my design of a cooked breakfast arranged into a smiley face.,250,30,51.507218,-0.127586,art,mixed media,0,0
Social Network for communication and business,"Our website unites people around the globe for communication, entertainment and business",30000,60,50.163887,8.984,technology,web,0,0
"CoolBank, always having cold drinks",the fastest way to chill drinks,63000,35,50.278849,6.127365,technology,gadgets,0,0
Stoked Wearable Technology,A discreetly hidden high definition video/audio camera which can live stream to your/others smartphones.Post directly to social media.,30000,30,51.507218,-0.127586,technology,wearables,0,0
